,completed
33446,1.0
94420,0.0
26445,0.0
145781,0.0
97869,0.0
131602,0.0
10326,0.0
131395,0.0
73514,0.0
38419,1.0
113005,0.0
51078,0.0
58780,0.0
103794,0.0
40598,1.0
117453,0.0
44871,0.0
89656,0.0
102705,0.0
143050,0.0
136701,0.0
25581,1.0
61361,0.0
101090,1.0
73490,0.0
39421,1.0
59080,0.0
90230,0.0
420,1.0
10609,0.0
15896,0.0
139177,1.0
4003,1.0
18388,1.0
117252,0.0
8005,0.0
77454,1.0
72025,0.0
32963,0.0
98093,0.0
9450,1.0
58689,0.0
46616,0.0
118923,0.0
126207,0.0
135259,0.0
97188,0.0
48715,0.0
22875,1.0
3675,1.0
73451,0.0
62477,0.0
55675,0.0
119386,0.0
93984,0.0
26120,0.0
63375,0.0
146744,0.0
55354,1.0
46931,0.0
148225,0.0
57121,0.0
113538,0.0
79111,0.0
73667,0.0
59581,0.0
95692,0.0
78328,0.0
125791,1.0
72636,0.0
96553,0.0
72436,1.0
128564,0.0
83472,0.0
41934,0.0
133566,0.0
142750,0.0
4052,0.0
120002,1.0
20582,1.0
115191,0.0
66709,0.0
45676,1.0
87159,0.0
141765,0.0
135592,0.0
24730,0.0
104308,0.0
134959,0.0
77265,0.0
123642,1.0
45939,0.0
135341,0.0
47824,1.0
40026,0.0
36695,1.0
140947,0.0
9609,0.0
97893,0.0
21565,0.0
51447,0.0
11200,0.0
57036,0.0
12913,0.0
114553,0.0
28441,1.0
13049,0.0
72791,0.0
45282,0.0
29287,0.0
58534,0.0
133628,0.0
109499,0.0
130865,0.0
72272,0.0
1011,0.0
82288,0.0
120234,1.0
42493,0.0
18622,0.0
77471,1.0
68802,1.0
138340,0.0
40876,1.0
23308,1.0
90739,1.0
110367,1.0
126595,0.0
24561,0.0
40379,0.0
123645,0.0
134087,1.0
11067,1.0
91936,0.0
24181,0.0
127136,0.0
15743,0.0
39045,1.0
66093,0.0
11036,0.0
127009,0.0
31425,0.0
47641,0.0
117940,0.0
4841,0.0
44829,0.0
6635,0.0
72573,0.0
146869,1.0
53877,0.0
483,0.0
37499,0.0
10922,1.0
60797,0.0
368,0.0
96228,0.0
136936,0.0
131528,0.0
31540,0.0
39746,1.0
27786,0.0
55905,1.0
129816,0.0
81175,0.0
11000,0.0
108861,0.0
51249,0.0
45493,0.0
27417,1.0
118859,0.0
137018,0.0
30147,1.0
140763,0.0
31238,1.0
94944,0.0
51594,0.0
66153,0.0
84816,0.0
105363,0.0
11199,0.0
126276,0.0
61623,0.0
72795,1.0
97344,0.0
90724,1.0
145538,0.0
82737,0.0
147864,0.0
94071,0.0
94418,0.0
5230,0.0
46662,1.0
55226,0.0
122535,0.0
6556,0.0
1128,1.0
78563,0.0
77643,0.0
140303,0.0
68105,0.0
81869,0.0
52558,1.0
53441,1.0
10868,1.0
75942,0.0
79246,0.0
102871,1.0
74501,1.0
105701,0.0
57648,0.0
38204,0.0
130350,0.0
132172,0.0
92680,0.0
122691,0.0
57789,0.0
2332,0.0
141103,0.0
40417,0.0
29942,0.0
101425,0.0
95894,0.0
8861,0.0
115953,0.0
55826,1.0
57841,0.0
102882,0.0
39489,0.0
104170,1.0
140392,1.0
141932,0.0
2901,1.0
62462,0.0
129400,0.0
134968,0.0
148476,1.0
145323,0.0
58273,0.0
141138,0.0
101938,1.0
104881,0.0
71221,0.0
6456,0.0
2466,0.0
131424,1.0
91519,0.0
56522,0.0
16925,0.0
66965,0.0
6651,0.0
55539,0.0
113486,1.0
129188,0.0
105138,0.0
31036,0.0
125270,0.0
138551,0.0
82614,0.0
26450,0.0
120675,1.0
69363,0.0
63285,0.0
35599,0.0
131937,0.0
118420,0.0
120065,0.0
93701,0.0
139687,0.0
10779,0.0
96858,0.0
146913,0.0
37301,0.0
73783,0.0
32928,0.0
111742,0.0
45391,1.0
25184,0.0
147177,1.0
12387,0.0
84649,0.0
10744,0.0
60746,0.0
18256,0.0
38870,0.0
23052,0.0
37876,0.0
133987,0.0
5667,1.0
83762,0.0
2542,0.0
52015,0.0
42351,0.0
57815,1.0
119746,0.0
9214,0.0
142849,0.0
50004,0.0
131620,0.0
18179,0.0
83201,0.0
123346,0.0
105180,0.0
109019,0.0
129763,0.0
31716,0.0
38638,0.0
33584,0.0
77786,0.0
49897,0.0
114273,1.0
99931,0.0
93716,1.0
24743,0.0
4837,0.0
109943,1.0
117746,0.0
33846,0.0
100194,0.0
91122,0.0
137291,0.0
122933,0.0
110252,0.0
20874,0.0
123494,0.0
121713,0.0
49967,0.0
80034,0.0
124847,0.0
107075,0.0
54051,0.0
74980,0.0
77544,1.0
82588,1.0
113396,0.0
61095,0.0
44648,1.0
38606,1.0
76003,0.0
43330,0.0
49956,0.0
41119,0.0
34068,0.0
2935,0.0
119172,0.0
67168,0.0
41566,0.0
123640,0.0
29358,0.0
15063,0.0
135196,0.0
93020,0.0
81172,0.0
17075,1.0
48892,0.0
137959,0.0
106664,0.0
9660,0.0
116533,1.0
76475,0.0
34159,0.0
56649,0.0
51517,0.0
97476,0.0
96666,0.0
42473,0.0
89320,0.0
57386,1.0
15856,1.0
108238,0.0
3460,1.0
120741,0.0
41310,1.0
89780,0.0
101051,1.0
15854,0.0
116556,1.0
55508,0.0
67321,0.0
109937,1.0
70430,1.0
99677,0.0
137501,0.0
65048,0.0
137816,0.0
92618,0.0
26275,1.0
87939,0.0
114265,0.0
25545,0.0
132796,0.0
110564,0.0
37883,0.0
59499,1.0
88971,0.0
24096,0.0
64122,0.0
45779,0.0
22021,0.0
41991,0.0
23158,0.0
130868,0.0
104137,0.0
80462,0.0
146792,0.0
1178,1.0
14650,0.0
99505,0.0
108408,0.0
12011,0.0
146995,1.0
79494,1.0
44005,0.0
127844,0.0
87563,0.0
128158,0.0
11138,0.0
105294,1.0
87780,0.0
137361,0.0
39573,0.0
86916,0.0
99513,0.0
4767,1.0
2188,0.0
46389,0.0
97373,0.0
29133,0.0
44481,0.0
116174,0.0
91139,0.0
15876,1.0
61475,0.0
128132,0.0
128329,1.0
71014,0.0
90415,0.0
57933,0.0
42969,0.0
7684,0.0
121247,1.0
116875,0.0
54809,0.0
10477,0.0
26922,1.0
20208,0.0
74115,0.0
37904,1.0
146966,0.0
16691,0.0
48980,0.0
77304,0.0
39975,0.0
26774,1.0
49656,0.0
127763,0.0
24419,0.0
13541,0.0
102720,0.0
53964,1.0
36825,0.0
115916,0.0
125632,0.0
46835,0.0
124222,0.0
1126,0.0
101880,1.0
142502,1.0
108721,0.0
10012,0.0
60897,0.0
12578,0.0
7479,0.0
56395,1.0
44563,0.0
19794,0.0
6301,0.0
34835,0.0
143657,0.0
145057,1.0
73393,0.0
11394,0.0
52204,0.0
62889,0.0
68484,1.0
100704,0.0
65573,0.0
106482,0.0
34805,0.0
134292,1.0
67649,0.0
111224,0.0
67485,0.0
91056,1.0
11281,0.0
107251,1.0
122616,0.0
17489,1.0
39215,1.0
78143,0.0
88265,0.0
102678,0.0
77014,0.0
142319,0.0
55563,0.0
14164,1.0
82011,0.0
30078,0.0
118443,1.0
58554,0.0
32322,0.0
105194,0.0
55717,0.0
49784,0.0
70116,1.0
77177,0.0
29403,0.0
32591,0.0
4646,0.0
32397,0.0
62163,0.0
27054,0.0
137918,0.0
2708,0.0
100618,0.0
107475,1.0
11188,0.0
58978,0.0
141291,0.0
19179,0.0
87324,0.0
136986,0.0
24539,0.0
82907,1.0
83002,0.0
112288,0.0
107425,0.0
21251,0.0
119080,0.0
141649,0.0
107537,0.0
76248,1.0
34150,1.0
97645,0.0
94489,0.0
99429,0.0
2856,0.0
49526,0.0
127428,0.0
54709,1.0
116157,0.0
4630,0.0
103179,1.0
87096,0.0
31452,0.0
74172,0.0
16943,1.0
34939,0.0
47961,0.0
107705,0.0
70593,0.0
14150,0.0
28583,0.0
67202,0.0
78901,0.0
134034,0.0
139534,1.0
133564,0.0
7529,0.0
11233,0.0
11811,1.0
38068,0.0
137466,1.0
122421,0.0
30164,0.0
104309,0.0
125928,0.0
37665,0.0
146759,1.0
81895,1.0
129127,0.0
113911,0.0
105730,0.0
13591,1.0
59873,0.0
68138,0.0
134323,1.0
86603,0.0
104088,0.0
3743,0.0
29181,0.0
113559,1.0
485,0.0
4918,0.0
74066,0.0
140853,0.0
21633,0.0
121056,0.0
117740,1.0
49483,1.0
22375,0.0
44103,0.0
100056,1.0
139326,0.0
119318,0.0
112513,0.0
70916,0.0
45299,0.0
18730,0.0
118316,0.0
41300,0.0
92644,0.0
96423,0.0
71966,0.0
99401,0.0
135533,0.0
21603,0.0
142282,0.0
97971,0.0
74054,1.0
138784,0.0
79867,0.0
55075,0.0
3106,1.0
147161,0.0
115600,1.0
119058,0.0
131475,0.0
106288,1.0
32829,0.0
77102,0.0
39924,0.0
18997,0.0
10439,0.0
83009,0.0
130094,0.0
107731,0.0
99602,0.0
120851,0.0
54207,1.0
85294,0.0
109765,0.0
75401,0.0
65781,0.0
98941,0.0
114230,0.0
109581,0.0
105790,0.0
34756,0.0
19581,0.0
126036,0.0
127760,1.0
35840,0.0
127220,0.0
105545,0.0
23127,0.0
100851,0.0
144641,0.0
40900,0.0
45791,0.0
118255,1.0
19209,1.0
55953,0.0
147298,0.0
130911,0.0
78235,0.0
90737,0.0
3686,1.0
8816,0.0
121234,0.0
15965,0.0
92622,0.0
34893,0.0
127691,0.0
92161,0.0
29504,0.0
68366,0.0
70444,1.0
148496,0.0
140648,0.0
73050,0.0
109357,0.0
56479,0.0
74112,0.0
78309,0.0
87980,0.0
138564,0.0
116003,0.0
107607,1.0
109081,0.0
6312,0.0
22895,0.0
84827,0.0
36701,1.0
21879,0.0
9187,0.0
43548,1.0
14361,0.0
8344,0.0
62411,0.0
115249,0.0
71717,1.0
1064,1.0
121012,1.0
124571,0.0
21337,0.0
132208,1.0
41117,0.0
68712,0.0
53672,0.0
68021,1.0
114497,1.0
121291,0.0
10443,1.0
126857,1.0
64543,0.0
93978,0.0
91471,0.0
78111,0.0
28392,0.0
90452,0.0
110795,0.0
84787,0.0
119367,0.0
76198,0.0
48704,0.0
142864,1.0
134357,0.0
104451,0.0
132074,0.0
106206,0.0
19683,1.0
67759,0.0
56540,0.0
81162,0.0
56727,0.0
126396,0.0
8559,0.0
80470,0.0
33830,1.0
84603,1.0
65625,0.0
57277,0.0
77254,0.0
45840,0.0
54551,1.0
106500,1.0
59992,0.0
137899,0.0
105805,0.0
56021,1.0
128793,0.0
67981,0.0
38967,0.0
77837,0.0
87186,1.0
127544,0.0
103029,1.0
98237,0.0
124749,0.0
74712,1.0
135169,0.0
37733,0.0
73428,0.0
74381,0.0
43928,0.0
16789,0.0
145199,0.0
70724,0.0
106900,1.0
4984,1.0
17108,0.0
41623,0.0
105308,0.0
13811,0.0
40928,0.0
120090,0.0
130638,0.0
83234,0.0
24291,1.0
23194,0.0
93355,1.0
76828,0.0
56919,0.0
60054,0.0
61489,0.0
61677,0.0
123653,1.0
55449,0.0
5043,1.0
23781,0.0
84399,0.0
52096,0.0
17654,0.0
43556,0.0
108503,0.0
62921,0.0
2982,0.0
119350,1.0
14142,0.0
37190,1.0
83767,0.0
93101,1.0
103556,0.0
65598,0.0
13876,0.0
77717,1.0
141216,0.0
140700,0.0
31026,0.0
60016,0.0
90905,0.0
82086,0.0
126690,0.0
2027,1.0
38288,0.0
132269,0.0
3074,0.0
147304,0.0
55059,0.0
27870,0.0
86094,1.0
17276,0.0
29735,0.0
146904,0.0
51385,0.0
106508,0.0
106221,1.0
107922,1.0
144058,0.0
79028,0.0
25352,0.0
7174,0.0
105288,0.0
101504,0.0
2922,1.0
38294,1.0
62998,0.0
42939,0.0
54560,1.0
140866,1.0
68133,0.0
96491,0.0
120015,0.0
27826,1.0
140259,0.0
14254,0.0
99318,0.0
141756,0.0
107747,0.0
143871,0.0
95298,0.0
40596,1.0
54574,1.0
68490,0.0
27273,1.0
139362,1.0
74990,1.0
117798,1.0
6372,1.0
133750,1.0
57689,0.0
69578,1.0
60403,0.0
16115,1.0
21500,0.0
64836,1.0
137611,0.0
54766,1.0
148062,0.0
142049,1.0
115297,0.0
100285,0.0
94492,0.0
26995,0.0
104553,0.0
93497,1.0
113971,0.0
66088,1.0
137113,0.0
91301,1.0
113866,0.0
39171,0.0
52716,0.0
83980,0.0
128032,0.0
125116,0.0
126448,0.0
114100,0.0
99190,1.0
99266,1.0
70070,0.0
132616,0.0
111148,0.0
132661,0.0
21031,0.0
1893,0.0
83113,0.0
67316,0.0
88389,0.0
36678,0.0
118780,0.0
41366,1.0
54822,0.0
95202,0.0
118368,0.0
36503,1.0
32788,1.0
31860,0.0
143534,0.0
78274,0.0
18172,0.0
39695,1.0
124860,0.0
73915,0.0
139390,1.0
48763,0.0
136513,0.0
115251,0.0
22129,0.0
138674,1.0
58394,1.0
53541,0.0
107807,0.0
57878,0.0
46965,0.0
11075,0.0
9966,0.0
79857,0.0
131642,0.0
25686,0.0
128728,0.0
41134,0.0
84286,1.0
105652,0.0
117175,0.0
66758,0.0
130816,0.0
24961,0.0
80950,0.0
136332,0.0
113689,0.0
35899,1.0
50627,0.0
71514,0.0
88805,1.0
35116,0.0
145412,0.0
124517,0.0
61769,0.0
111103,0.0
53619,0.0
51850,1.0
137123,0.0
77662,0.0
98806,0.0
115963,0.0
22983,1.0
141625,0.0
39152,0.0
9780,0.0
24416,0.0
74079,0.0
27456,0.0
61653,0.0
127657,0.0
5558,0.0
118457,0.0
98407,0.0
130947,1.0
45347,0.0
61051,0.0
93884,1.0
80493,0.0
106877,0.0
54159,1.0
37023,0.0
20078,1.0
87602,0.0
71456,1.0
1112,0.0
129141,1.0
66612,0.0
76822,1.0
65696,0.0
80230,0.0
5201,1.0
86853,1.0
104973,1.0
109555,0.0
54600,1.0
120499,0.0
29575,0.0
104023,1.0
48986,0.0
111395,0.0
50823,0.0
98996,1.0
68829,1.0
10840,0.0
139061,0.0
92754,0.0
4615,0.0
19148,0.0
86264,0.0
129890,1.0
53153,0.0
15748,0.0
107547,0.0
119795,1.0
140791,0.0
54144,0.0
76651,0.0
3287,0.0
59003,1.0
72971,1.0
3008,0.0
103870,0.0
33608,1.0
89631,0.0
29383,0.0
9736,1.0
27963,0.0
119641,0.0
6180,1.0
47573,0.0
105753,0.0
100773,0.0
33480,0.0
18680,1.0
17766,0.0
46870,0.0
76846,1.0
39471,0.0
94946,1.0
52697,0.0
26422,0.0
119566,0.0
137845,1.0
148738,0.0
135550,0.0
109864,0.0
97157,0.0
125034,1.0
6684,0.0
87746,0.0
119469,0.0
142796,0.0
113157,0.0
81385,0.0
34169,1.0
38856,0.0
133953,0.0
85277,0.0
70187,0.0
125118,0.0
16551,0.0
65678,0.0
97295,0.0
16248,1.0
86983,0.0
83637,0.0
55239,0.0
25450,1.0
3239,0.0
105970,1.0
77661,0.0
36150,0.0
13663,0.0
100474,0.0
143875,1.0
78817,1.0
60334,0.0
144562,0.0
87139,0.0
128756,0.0
35323,0.0
99485,0.0
106133,1.0
53175,0.0
80636,0.0
100863,0.0
46441,0.0
103397,0.0
142884,0.0
114784,0.0
97057,1.0
4249,0.0
102052,0.0
137572,0.0
137078,0.0
102562,0.0
79355,0.0
55995,0.0
40985,0.0
117543,0.0
127275,0.0
114992,1.0
97197,0.0
102956,0.0
138923,0.0
95841,0.0
27422,1.0
57718,0.0
134485,1.0
35362,0.0
38893,1.0
108480,0.0
88456,0.0
10952,0.0
83108,0.0
104203,0.0
639,0.0
115098,0.0
8231,0.0
18554,0.0
30762,0.0
80409,1.0
21858,0.0
48873,0.0
100570,1.0
64791,0.0
122405,0.0
56608,0.0
93769,0.0
132648,1.0
141786,0.0
131593,1.0
115330,0.0
89837,1.0
94238,0.0
20418,0.0
132006,0.0
139672,0.0
119094,0.0
17687,0.0
72070,0.0
118082,1.0
34002,0.0
51925,0.0
86066,0.0
105406,0.0
114791,0.0
119586,0.0
106398,0.0
62579,0.0
61858,0.0
26614,0.0
24793,1.0
42927,0.0
17314,0.0
80173,0.0
44049,0.0
84347,0.0
38303,0.0
97691,0.0
65022,0.0
110988,0.0
100243,0.0
142800,0.0
140780,1.0
36286,0.0
81460,1.0
50093,1.0
134933,0.0
62475,0.0
33923,1.0
128595,1.0
89897,1.0
40206,0.0
23147,1.0
119621,1.0
55224,0.0
124633,0.0
136520,0.0
59275,1.0
61898,0.0
107557,1.0
12997,0.0
137262,1.0
31216,0.0
126034,0.0
106542,0.0
106232,0.0
30205,1.0
3678,0.0
50135,0.0
110451,0.0
71733,1.0
38154,1.0
138497,0.0
106835,0.0
124184,1.0
50795,1.0
24823,0.0
111862,0.0
95877,0.0
13377,0.0
101754,0.0
71130,0.0
72245,0.0
118950,0.0
134839,0.0
71509,0.0
4577,0.0
95869,0.0
113258,1.0
22435,0.0
31112,1.0
136081,1.0
49037,0.0
146588,0.0
94625,0.0
30689,0.0
130190,0.0
79299,0.0
105926,0.0
148688,1.0
50279,0.0
103834,0.0
35190,0.0
121475,0.0
88621,0.0
132943,0.0
22644,0.0
55291,0.0
23914,0.0
77282,1.0
32542,0.0
14085,0.0
36234,0.0
109359,1.0
7165,1.0
53501,0.0
68214,1.0
93771,0.0
147924,0.0
55928,0.0
46597,0.0
53558,1.0
129308,0.0
737,0.0
50995,1.0
113307,0.0
42021,0.0
18150,1.0
37021,0.0
2118,0.0
104031,1.0
124640,0.0
55685,1.0
54175,0.0
76397,0.0
75215,0.0
138687,1.0
10565,0.0
113915,0.0
122128,0.0
49632,0.0
145854,1.0
87483,0.0
83067,0.0
76112,0.0
44498,0.0
35139,0.0
72450,1.0
6236,0.0
117164,0.0
107409,1.0
102974,0.0
19969,1.0
59209,0.0
29858,0.0
63672,0.0
29340,0.0
89440,0.0
62279,0.0
116784,1.0
46728,0.0
140796,0.0
60160,0.0
58618,0.0
40170,1.0
22682,0.0
92646,0.0
45018,0.0
101223,0.0
138929,0.0
21145,0.0
98285,0.0
15276,0.0
47452,0.0
88432,0.0
77697,0.0
136205,1.0
70884,0.0
102953,1.0
7956,0.0
140086,0.0
89989,0.0
921,0.0
63566,1.0
72195,0.0
108235,0.0
66129,1.0
25186,0.0
108043,1.0
18380,0.0
31092,1.0
120854,0.0
64813,0.0
88160,0.0
11827,0.0
74507,1.0
45076,0.0
90251,1.0
17271,0.0
41628,1.0
135796,0.0
8253,0.0
60114,1.0
5204,0.0
41070,1.0
119771,0.0
108030,0.0
128575,0.0
40575,1.0
26399,0.0
59415,0.0
148203,0.0
82242,0.0
65106,0.0
124714,0.0
139208,0.0
33387,0.0
73854,0.0
110671,0.0
116334,0.0
56802,0.0
120533,0.0
94036,0.0
48364,0.0
106759,0.0
122080,0.0
20518,1.0
138393,0.0
73012,1.0
132739,1.0
130883,0.0
74012,0.0
96609,0.0
32704,0.0
146817,0.0
2060,0.0
15680,0.0
18327,0.0
10366,0.0
36472,0.0
20136,0.0
73121,0.0
65987,1.0
81465,0.0
13255,0.0
96699,0.0
104962,0.0
5010,0.0
141378,0.0
81306,1.0
114528,0.0
89232,0.0
75588,0.0
130408,0.0
25964,0.0
116881,0.0
98328,0.0
9009,0.0
25827,0.0
90481,0.0
25245,0.0
70214,0.0
54448,0.0
90580,1.0
138987,0.0
40932,0.0
114114,0.0
137010,0.0
130278,0.0
145034,0.0
67254,0.0
4490,0.0
23410,0.0
146499,1.0
41307,1.0
10313,0.0
62802,0.0
46528,1.0
59341,0.0
52094,0.0
123683,0.0
43422,0.0
63358,0.0
92545,0.0
5945,0.0
91069,0.0
79352,1.0
112562,0.0
1601,0.0
9565,0.0
10625,0.0
23164,0.0
1722,1.0
108563,0.0
146621,0.0
2088,0.0
119123,0.0
5891,0.0
136385,0.0
18296,0.0
56950,1.0
41567,1.0
110823,1.0
50086,0.0
125456,0.0
90438,0.0
47288,1.0
28199,0.0
16000,0.0
85034,0.0
88861,0.0
139812,1.0
50381,0.0
93618,0.0
36900,1.0
53211,1.0
56728,0.0
37679,0.0
88908,0.0
84274,1.0
59905,1.0
132176,1.0
92660,1.0
68752,0.0
82118,0.0
81970,0.0
139490,0.0
88205,1.0
23451,0.0
54698,0.0
119535,0.0
35966,1.0
110718,1.0
122598,0.0
118048,0.0
71591,0.0
93286,0.0
2536,0.0
92499,0.0
102254,0.0
107266,0.0
27612,0.0
20937,0.0
70666,1.0
107671,1.0
69152,0.0
146009,1.0
142179,1.0
127534,0.0
146378,0.0
55537,0.0
59558,1.0
75556,0.0
98267,1.0
6897,0.0
53392,1.0
7784,1.0
133004,0.0
16881,0.0
79932,0.0
83802,0.0
63282,0.0
130411,0.0
133932,0.0
11839,0.0
131575,0.0
43450,0.0
81912,0.0
92623,1.0
118917,0.0
12208,0.0
51684,1.0
66559,0.0
549,0.0
116374,0.0
29020,0.0
140897,1.0
45319,1.0
105100,0.0
101718,1.0
57141,1.0
24751,1.0
31771,0.0
7147,0.0
21082,0.0
95423,0.0
91992,1.0
27291,0.0
112242,0.0
44344,0.0
49620,1.0
96257,1.0
74191,0.0
69991,0.0
16444,1.0
42158,1.0
51016,0.0
24246,0.0
27772,0.0
3654,0.0
10783,0.0
142416,0.0
123810,1.0
147447,1.0
55943,1.0
122038,0.0
138698,0.0
133001,0.0
136651,0.0
43800,1.0
101900,0.0
145233,1.0
100578,1.0
141750,0.0
139237,0.0
81388,0.0
68088,1.0
133705,0.0
85502,1.0
73708,0.0
61159,0.0
69753,0.0
130576,0.0
28044,0.0
67476,1.0
70194,0.0
42349,0.0
69723,0.0
4018,0.0
72489,0.0
31342,1.0
117526,0.0
129995,0.0
65504,0.0
6212,0.0
18488,0.0
28906,0.0
64780,1.0
95818,1.0
127453,0.0
102527,0.0
145125,0.0
106682,0.0
141975,1.0
12540,0.0
138918,0.0
147598,0.0
9388,0.0
110246,0.0
89983,0.0
14536,0.0
67888,1.0
62511,0.0
60090,0.0
111982,0.0
68299,0.0
28739,0.0
1125,0.0
86730,0.0
14996,0.0
50738,0.0
61798,0.0
44452,0.0
114422,0.0
49836,0.0
95707,0.0
136592,0.0
140724,1.0
112136,0.0
76385,1.0
45220,0.0
19297,1.0
19075,0.0
117328,1.0
113332,0.0
9729,0.0
77386,0.0
93671,0.0
140326,0.0
140872,0.0
111737,0.0
130809,0.0
29641,0.0
114425,1.0
100694,0.0
46034,0.0
111289,0.0
34481,1.0
10238,0.0
28090,0.0
70938,1.0
96250,0.0
88735,0.0
131282,0.0
81844,1.0
110074,0.0
83758,0.0
70031,0.0
117790,0.0
118252,0.0
116642,1.0
113280,0.0
137547,0.0
144792,0.0
77352,0.0
50524,0.0
82867,0.0
37084,0.0
88270,0.0
40856,0.0
138030,0.0
67363,1.0
89337,0.0
12205,0.0
39859,0.0
100075,0.0
131987,0.0
101604,1.0
84391,0.0
56043,0.0
53063,0.0
81497,0.0
3995,0.0
145251,0.0
109714,0.0
22161,0.0
143786,1.0
147095,0.0
54693,0.0
34681,0.0
116327,1.0
13423,0.0
35385,0.0
73493,1.0
122577,0.0
95291,0.0
106694,1.0
139585,1.0
27864,1.0
95976,0.0
114190,0.0
122962,0.0
11,0.0
12583,0.0
20050,1.0
101648,0.0
107540,0.0
27701,0.0
96225,0.0
144745,0.0
83053,0.0
122935,0.0
124251,0.0
98796,0.0
55030,0.0
82083,0.0
15479,0.0
14876,0.0
2974,1.0
110654,0.0
136203,0.0
550,0.0
94202,0.0
4256,1.0
110651,1.0
135071,0.0
62205,0.0
65272,0.0
70765,0.0
57601,1.0
97641,0.0
79329,0.0
38679,0.0
16372,0.0
21471,0.0
39220,0.0
97245,0.0
101913,0.0
147309,0.0
95365,0.0
59781,1.0
11051,1.0
117095,0.0
51936,1.0
103929,0.0
40896,0.0
65690,0.0
62905,0.0
115094,0.0
80049,0.0
132117,0.0
102425,0.0
118650,0.0
125342,0.0
59880,0.0
30697,0.0
123979,1.0
72469,1.0
143337,0.0
842,0.0
52745,0.0
60207,0.0
39771,1.0
61701,0.0
9110,0.0
96592,0.0
135183,0.0
45882,0.0
53192,0.0
117689,0.0
34542,0.0
86652,1.0
13735,0.0
58763,0.0
83774,0.0
49083,0.0
27770,0.0
12561,0.0
20702,0.0
6720,0.0
110844,1.0
81648,1.0
136475,0.0
29793,0.0
15315,0.0
112397,0.0
122326,0.0
99911,0.0
11555,1.0
91538,0.0
109448,0.0
147954,0.0
5531,0.0
122734,0.0
26138,0.0
43514,0.0
128216,0.0
96087,0.0
90315,0.0
146569,0.0
77181,0.0
140195,0.0
144878,0.0
76306,0.0
97935,0.0
121942,0.0
103640,0.0
112400,1.0
13214,0.0
65749,1.0
33570,0.0
107333,0.0
137970,1.0
19168,0.0
90659,0.0
81071,1.0
14547,0.0
42077,0.0
52238,0.0
105120,0.0
148222,0.0
26201,1.0
80399,0.0
129289,1.0
101810,1.0
25623,0.0
43341,0.0
123868,0.0
7009,1.0
133766,0.0
61694,0.0
139878,0.0
60389,0.0
60489,0.0
19889,0.0
24012,0.0
144311,1.0
133183,0.0
75242,0.0
76745,1.0
144787,0.0
32741,0.0
79597,0.0
51811,1.0
115195,0.0
111182,0.0
134230,0.0
75843,0.0
110430,0.0
20772,1.0
58860,0.0
109442,1.0
56964,0.0
138152,0.0
60731,0.0
115437,0.0
75144,1.0
50529,0.0
61536,0.0
123176,0.0
26894,0.0
56587,0.0
24006,0.0
32744,0.0
25287,0.0
136163,0.0
20879,1.0
1654,0.0
31714,0.0
113503,1.0
121690,0.0
54317,0.0
124130,0.0
77360,0.0
74177,1.0
21014,1.0
118789,0.0
90795,0.0
38726,0.0
102945,0.0
42313,0.0
87105,0.0
1398,1.0
55964,0.0
29085,1.0
133166,0.0
78479,0.0
68790,0.0
39763,1.0
83476,0.0
14569,1.0
110749,0.0
39390,1.0
3732,1.0
49185,0.0
10846,0.0
73091,1.0
97306,0.0
68955,0.0
93835,1.0
139032,0.0
21791,1.0
54092,0.0
85343,0.0
115964,0.0
12996,0.0
86663,0.0
86048,0.0
116603,0.0
47258,0.0
42734,0.0
134502,0.0
91787,0.0
100172,1.0
140634,0.0
142272,0.0
21210,1.0
74376,1.0
61139,1.0
82423,0.0
44272,0.0
24372,0.0
32945,0.0
56347,1.0
144275,1.0
26513,0.0
9481,0.0
115877,0.0
115645,0.0
80785,1.0
76597,0.0
2528,0.0
85873,0.0
2219,0.0
110929,0.0
57435,0.0
63041,0.0
55489,0.0
31418,1.0
86923,1.0
74822,1.0
68286,0.0
83694,0.0
71173,0.0
113614,0.0
135124,1.0
24109,1.0
13039,0.0
52190,0.0
15076,1.0
109846,0.0
94699,0.0
17330,0.0
7339,1.0
9349,1.0
57905,1.0
125939,0.0
89313,0.0
82746,1.0
45615,1.0
35954,1.0
88964,0.0
65418,1.0
113304,0.0
46706,0.0
79972,0.0
22578,0.0
144954,0.0
139411,0.0
74222,0.0
36011,0.0
6284,1.0
40921,0.0
96981,1.0
115198,0.0
56105,0.0
60302,1.0
143776,0.0
7963,0.0
10785,0.0
23775,0.0
99370,0.0
7775,0.0
36969,0.0
145586,1.0
89283,1.0
7032,0.0
144770,0.0
61189,0.0
77956,0.0
25822,0.0
105677,0.0
42717,0.0
64374,0.0
116168,1.0
33012,0.0
14210,0.0
15013,0.0
65752,0.0
57638,0.0
349,1.0
105666,0.0
148753,0.0
130388,0.0
131874,0.0
63118,0.0
82652,0.0
63238,0.0
3142,0.0
65219,1.0
2344,0.0
5819,0.0
19488,0.0
121286,1.0
78405,0.0
12972,0.0
116109,0.0
5951,0.0
146264,0.0
40425,0.0
85325,0.0
119102,0.0
144892,0.0
123879,0.0
130845,0.0
53255,0.0
49852,0.0
58529,0.0
103321,1.0
8578,0.0
72424,0.0
18182,0.0
72402,1.0
106574,0.0
82749,0.0
54899,1.0
83678,0.0
137134,0.0
141762,0.0
18091,0.0
127699,0.0
116693,0.0
100869,0.0
65818,0.0
